innings_num,batting_team,over_number,ball_number,total_score,total_wickets,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,current_run_rate,required_run_rate,striker_batsman,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate,runs_scored_over_rolling_avg,powerplay,middle_overs,death_overs,projected_score,pressure_index,model_win_probability
2,,10,1,129,2,0,1,0,0,LSG,95.72,12.68,6.31,Mitchell Marsh,,field first,Mitchell Marsh,44,27,5,2,Rishabh Pant,2,4,0,0,Pat Cummins,2.1,0,20,1,Adam Zampa,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,32.33,8.95,21.6,18.35,8.18,13.4,8.67,1.5,0,1,0,254,4.2,0.39
2,,10,2,130,2,0,0,0,0,LSG,95.5,12.78,6.31,Mitchell Marsh,,field first,Mitchell Marsh,44,27,5,2,Rishabh Pant,2,4,0,0,Pat Cummins,2.1,0,21,1,Adam Zampa,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,32.33,8.95,21.6,18.35,8.18,13.4,8.67,1.5,0,1,0,254,4.2,0.39
2,,10,3,138,2,1,0,0,0,LSG,96.66,13.14,5.58,Mitchell Marsh,,field first,Mitchell Marsh,52,29,7,2,Rishabh Pant,2,4,0,0,Pat Cummins,2.3,0,29,1,Adam Zampa,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,32.33,8.95,21.6,18.35,8.18,13.4,8.67,1.5,0,1,0,263,3.8,0.43
2,,10,4,138,2,0,1,0,0,LSG,97.4,12.93,5.68,Mitchell Marsh,,field first,Mitchell Marsh,52,30,7,2,Rishabh Pant,2,4,0,0,Pat Cummins,2.4,0,29,1,Adam Zampa,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,39.95,132.74,34.93,148.53,32.33,8.95,21.6,18.35,8.18,13.4,8.67,1.5,0,1,0,259,3.8,0.43
2,,10,5,138,3,0,0,1,0,LSG,97.35,12.73,5.78,Rishabh Pant,,field first,Rishabh Pant,2,4,0,0,Unknown,0,0,0,0,Pat Cummins,2.5,0,29,2,Adam Zampa,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,0,0,32.33,8.95,21.6,18.35,8.18,13.4,8.67,1.5,0,1,0,255,4.4,0.42
2,,10,6,138,3,0,1,0,0,LSG,95.32,12.54,5.89,Ayush Badoni,,field first,Ayush Badoni,0,1,0,0,Rishabh Pant,2,4,0,0,Pat Cummins,2.6,0,29,2,Adam Zampa,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,23.62,133.47,34.93,148.53,32.33,8.95,21.6,18.35,8.18,13.4,8.67,1.5,0,1,0,251,4.4,0.47
2,,11,1,144,3,1,0,0,0,LSG,96.52,12.89,5.32,Rishabh Pant,,field first,Rishabh Pant,8,5,0,1,Ayush Badoni,0,1,0,0,Simarjeet Singh,1.1,0,23,0,Pat Cummins,3.0,0,29,2,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,27.72,9.24,18.0,32.33,8.95,21.6,8.67,1.5,0,1,0,258,4.2,0.51
2,,11,2,144,3,0,1,0,0,LSG,96.52,12.7,5.42,Rishabh Pant,,field first,Rishabh Pant,8,6,0,1,Ayush Badoni,0,1,0,0,Simarjeet Singh,1.2,0,23,0,Pat Cummins,3.0,0,29,2,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,27.72,9.24,18.0,32.33,8.95,21.6,8.67,1.5,0,1,0,254,4.2,0.51
2,,11,3,144,3,0,1,0,0,LSG,96.57,12.52,5.53,Rishabh Pant,,field first,Rishabh Pant,8,7,0,1,Ayush Badoni,0,1,0,0,Simarjeet Singh,1.3,0,23,0,Pat Cummins,3.0,0,29,2,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,27.72,9.24,18.0,32.33,8.95,21.6,8.67,1.5,0,1,0,250,4.3,0.5
2,,11,4,145,3,0,0,0,0,LSG,96.38,12.42,5.52,Rishabh Pant,,field first,Rishabh Pant,9,8,0,1,Ayush Badoni,0,1,0,0,Simarjeet Singh,1.4,0,24,0,Pat Cummins,3.0,0,29,2,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,27.72,9.24,18.0,32.33,8.95,21.6,8.67,1.5,0,1,0,248,4.3,0.5
2,,11,5,149,3,1,0,0,0,LSG,96.42,12.59,5.14,Ayush Badoni,,field first,Ayush Badoni,4,2,1,0,Rishabh Pant,9,8,0,1,Simarjeet Singh,1.5,0,28,0,Pat Cummins,3.0,0,29,2,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,23.62,133.47,34.93,148.53,27.72,9.24,18.0,32.33,8.95,21.6,8.67,1.5,0,1,0,252,4.1,0.5
2,,11,6,149,3,0,1,0,0,LSG,97.25,12.41,5.25,Ayush Badoni,,field first,Ayush Badoni,4,3,1,0,Rishabh Pant,9,8,0,1,Simarjeet Singh,1.6,0,28,0,Pat Cummins,3.0,0,29,2,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,23.62,133.47,34.93,148.53,27.72,9.24,18.0,32.33,8.95,21.6,8.67,1.5,0,1,0,248,4.1,0.52
2,,12,1,150,3,0,0,0,0,LSG,97.16,12.32,5.23,Rishabh Pant,,field first,Rishabh Pant,10,9,0,1,Ayush Badoni,4,3,1,0,Adam Zampa,2.1,0,29,0,Simarjeet Singh,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,18.35,8.18,13.4,27.72,9.24,18.0,8.67,1.5,0,1,0,247,4.1,0.47
2,,12,2,151,3,0,0,0,0,LSG,97.23,12.24,5.22,Ayush Badoni,,field first,Ayush Badoni,5,4,1,0,Rishabh Pant,10,9,0,1,Adam Zampa,2.2,0,30,0,Simarjeet Singh,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,23.62,133.47,34.93,148.53,18.35,8.18,13.4,27.72,9.24,18.0,8.67,1.5,0,1,0,245,4.1,0.52
2,,12,3,152,3,0,0,0,0,LSG,97.28,12.16,5.2,Rishabh Pant,,field first,Rishabh Pant,11,10,0,1,Ayush Badoni,5,4,1,0,Adam Zampa,2.3,0,31,0,Simarjeet Singh,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,18.35,8.18,13.4,27.72,9.24,18.0,8.67,1.5,0,1,0,243,4.1,0.47
2,,12,4,153,3,0,0,0,0,LSG,97.4,12.07,5.18,Ayush Badoni,,field first,Ayush Badoni,6,5,1,0,Rishabh Pant,11,10,0,1,Adam Zampa,2.4,0,32,0,Simarjeet Singh,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,23.62,133.47,34.93,148.53,18.35,8.18,13.4,27.72,9.24,18.0,8.67,1.5,0,1,0,242,4.1,0.52
2,,12,5,154,3,0,0,0,0,LSG,97.43,12.0,5.16,Rishabh Pant,,field first,Rishabh Pant,12,11,0,1,Ayush Badoni,6,5,1,0,Adam Zampa,2.5,0,33,0,Simarjeet Singh,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,23.62,133.47,18.35,8.18,13.4,27.72,9.24,18.0,8.67,1.5,0,1,0,240,4.1,0.48
2,,12,6,154,4,0,0,1,0,LSG,97.45,11.84,5.29,Rishabh Pant,,field first,Rishabh Pant,12,11,0,1,Unknown,0,0,0,0,Adam Zampa,2.6,0,33,1,Simarjeet Singh,2.0,0,28,0,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,0,0,18.35,8.18,13.4,27.72,9.24,18.0,8.67,1.5,0,1,0,237,4.6,0.46
2,,13,1,155,4,0,0,0,0,LSG,95.75,11.77,5.27,Rishabh Pant,,field first,Rishabh Pant,13,12,0,1,David Miller,0,0,0,0,Mohammed Shami,2.1,0,29,1,Adam Zampa,3.0,0,33,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,37.04,139.64,26.99,8.46,19.1,18.35,8.18,13.4,8.67,1.5,0,1,0,235,4.6,0.48
2,,13,2,156,4,0,0,0,0,LSG,95.85,11.7,5.25,David Miller,,field first,David Miller,1,1,0,0,Rishabh Pant,13,12,0,1,Mohammed Shami,2.2,0,30,1,Adam Zampa,3.0,0,33,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,34.93,148.53,26.99,8.46,19.1,18.35,8.18,13.4,8.67,1.5,0,1,0,234,4.6,0.47
2,,13,3,157,4,0,0,0,0,LSG,95.94,11.62,5.23,Rishabh Pant,,field first,Rishabh Pant,14,13,0,1,David Miller,1,1,0,0,Mohammed Shami,2.3,0,31,1,Adam Zampa,3.0,0,33,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,37.04,139.64,26.99,8.46,19.1,18.35,8.18,13.4,8.67,1.5,0,1,0,233,4.6,0.49
2,,13,4,161,4,1,0,0,0,LSG,95.99,11.78,4.74,David Miller,,field first,David Miller,5,2,1,0,Rishabh Pant,14,13,0,1,Mohammed Shami,2.4,0,35,1,Adam Zampa,3.0,0,33,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,34.93,148.53,26.99,8.46,19.1,18.35,8.18,13.4,8.67,1.5,0,1,0,236,4.4,0.51
2,,13,5,162,4,0,0,0,0,LSG,97.48,11.71,4.7,David Miller,,field first,David Miller,6,3,1,0,Rishabh Pant,14,13,0,1,Mohammed Shami,2.5,0,36,1,Adam Zampa,3.0,0,33,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,34.93,148.53,26.99,8.46,19.1,18.35,8.18,13.4,8.67,1.5,0,1,0,234,4.3,0.51
2,,13,6,163,4,0,0,0,0,LSG,97.48,11.64,4.67,Rishabh Pant,,field first,Rishabh Pant,15,14,0,1,David Miller,6,3,1,0,Mohammed Shami,2.6,0,37,1,Adam Zampa,3.0,0,33,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,37.04,139.64,26.99,8.46,19.1,18.35,8.18,13.4,8.67,1.5,0,1,0,233,4.3,0.51
2,,14,1,164,4,0,0,0,0,LSG,97.16,11.71,4.63,Rishabh Pant,,field first,Rishabh Pant,15,14,0,1,David Miller,6,3,1,0,Harshal Patel,1.0,0,16,0,Mohammed Shami,3.0,0,37,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,34.93,148.53,37.04,139.64,29.76,7.22,24.7,26.99,8.46,19.1,8.67,1.5,0,1,0,232,4.3,0.55
2,,14,2,165,5,0,0,0,0,LSG,95.71,11.51,4.59,Abdul Samad,,field first,Abdul Samad,1,1,0,0,David Miller,6,3,1,0,Harshal Patel,1.2,0,17,1,Mohammed Shami,3.0,0,37,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,29.76,7.22,24.7,26.99,8.46,19.1,8.67,1.5,0,1,0,230,4.3,0.4
2,,14,3,166,5,0,0,0,0,LSG,96.09,11.44,4.55,David Miller,,field first,David Miller,7,4,1,0,Abdul Samad,1,1,0,0,Harshal Patel,1.3,0,18,1,Mohammed Shami,3.0,0,37,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,19.23,146.07,29.76,7.22,24.7,26.99,8.46,19.1,8.67,1.5,0,1,0,229,4.3,0.58
2,,14,4,170,5,1,0,0,0,LSG,96.09,11.59,3.94,Abdul Samad,,field first,Abdul Samad,5,2,1,0,David Miller,7,4,1,0,Harshal Patel,1.4,0,22,1,Mohammed Shami,3.0,0,37,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,29.76,7.22,24.7,26.99,8.46,19.1,8.67,1.5,0,1,0,232,4.0,0.45
2,,14,5,170,5,0,1,0,0,LSG,97.19,11.46,4.06,Abdul Samad,,field first,Abdul Samad,5,3,1,0,David Miller,7,4,1,0,Harshal Patel,1.5,0,22,1,Mohammed Shami,3.0,0,37,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,29.76,7.22,24.7,26.99,8.46,19.1,8.67,1.5,0,1,0,229,4.0,0.45
2,,14,6,176,5,1,0,0,0,LSG,97.07,11.73,3.0,Abdul Samad,,field first,Abdul Samad,11,4,1,1,David Miller,7,4,1,0,Harshal Patel,1.6,0,28,1,Mohammed Shami,3.0,0,37,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,29.76,7.22,24.7,26.99,8.46,19.1,8.67,1.5,0,1,0,235,3.5,0.45
2,,15,1,177,5,0,0,0,0,LSG,98.21,11.67,2.9,David Miller,,field first,David Miller,8,5,1,0,Abdul Samad,11,4,1,1,Adam Zampa,3.1,0,34,1,Harshal Patel,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,19.23,146.07,18.35,8.18,13.4,29.76,7.22,24.7,8.67,1.5,0,1,0,233,3.5,0.57
2,,15,2,183,5,1,0,0,0,LSG,98.39,11.93,1.71,Abdul Samad,,field first,Abdul Samad,17,5,1,2,David Miller,8,5,1,0,Adam Zampa,3.2,0,40,1,Harshal Patel,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,18.35,8.18,13.4,29.76,7.22,24.7,8.67,1.5,0,1,0,239,2.9,0.46
2,,15,3,187,5,1,0,0,0,LSG,99.13,12.06,0.89,Abdul Samad,,field first,Abdul Samad,21,6,2,2,David Miller,8,5,1,0,Adam Zampa,3.3,0,44,1,Harshal Patel,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,18.35,8.18,13.4,29.76,7.22,24.7,8.67,1.5,0,1,0,241,2.4,0.53
2,,15,4,188,5,0,0,0,0,LSG,99.42,12.0,0.69,Abdul Samad,,field first,Abdul Samad,22,7,2,2,David Miller,8,5,1,0,Adam Zampa,3.4,0,45,1,Harshal Patel,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,18.35,8.18,13.4,29.76,7.22,24.7,8.67,1.5,0,1,0,240,2.3,0.53
2,,15,5,189,5,0,0,0,0,LSG,99.42,11.93,0.48,David Miller,,field first,David Miller,9,6,1,0,Abdul Samad,22,7,2,2,Adam Zampa,3.5,0,46,1,Harshal Patel,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,19.23,146.07,18.35,8.18,13.4,29.76,7.22,24.7,8.67,1.5,0,1,0,239,2.2,0.6
2,,15,6,189,5,0,1,0,0,LSG,99.42,11.81,0.5,Abdul Samad,,field first,Abdul Samad,22,8,2,2,David Miller,9,6,1,0,Adam Zampa,3.6,0,46,1,Harshal Patel,2.0,0,28,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,19.23,146.07,37.04,139.64,18.35,8.18,13.4,29.76,7.22,24.7,8.67,1.5,0,1,0,236,2.2,0.53
2,,16,1,193,5,1,0,0,0,LSG,99.33,11.93,-0.52,David Miller,,field first,David Miller,13,7,2,0,Abdul Samad,22,8,2,2,Ishan Kishan,0.1,0,4,0,Adam Zampa,4.0,0,46,1,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",139,26.00,8.20,37.04,139.64,19.23,146.07,0.0,18.0,0.0,18.35,8.18,13.4,8.67,1.5,0,0,1,239,1.7,0.64
1,MI,15,6,111,7,0,1,0,0,RR,76.95,6.93,0,Gerald Coetzee,RR,field first,Gerald Coetzee,4,6,0,0,Tim David,16,17,1,0,Trent Boult,4.0,0,22,3,Ravichandran Ashwin,4.0,0,27,0,"Wankhede Stadium, Mumbai",203,26.49,8.30,3.5,63.63,29.9,171.35,26.91,8.29,19.4,28.74,7.15,24.0,4.33,1.0,0,1,0,139,0,0.35
1,MI,15,6,111,7,0,1,0,0,RR,76.95,6.93,0,Gerald Coetzee,RR,field first,Gerald Coetzee,4,6,0,0,Tim David,16,17,1,0,Trent Boult,4.0,0,22,3,Ravichandran Ashwin,4.0,0,27,0,"Wankhede Stadium, Mumbai",203,26.49,8.30,3.5,63.63,29.9,171.35,26.91,8.29,19.4,28.74,7.15,24.0,4.33,1.0,0,1,0,139,0,0.35
2,PBKS,4,6,20,3,0,1,0,0,SRH,88.74,4.0,10.87,Sam Curran,PBKS,field first,Sam Curran,1,3,0,0,Sikandar Raza,0,2,0,0,Bhuvneshwar Kumar,3.0,1,15,2,Pat Cummins,2.0,0,4,1,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,24.63,135.21,26.0,133.82,27.23,7.56,21.6,32.33,8.95,21.6,4.33,1.0,1,0,0,80,5.4,0.04
2,PBKS,5,6,40,4,0,1,0,0,MI,96.34,6.66,10.93,Shashank Singh,PBKS,field first,Shashank Singh,12,10,2,0,Harpreet Singh,12,13,2,0,Hardik Pandya,1.0,0,1,0,Akash Madhwal,1.0,0,11,0,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",28,20.62,7.62,38.91,167.98,17.57,103.36,34.28,7.36,27.9,22.31,9.7,13.7,8.33,1.0,1,0,0,133,5.5,0.08
